States,Member State,Year,Fund,Total Paid,Advance,Interim,Absorption (%),,,,,,
EU (28 countries),Austria,2007,ERDF,13601320.42,13601320.42,0,2.11,,,,,,
Belgium,Austria,2008,ERDF,20401980.63,20401980.63,0,5.27,,,,,,
Bulgaria,Austria,2009,ERDF,56436858.43,17001650.54,39435207.89,14.01,,,,,,
Czechia,Austria,2010,ERDF,66360472.22,0,66360472.22,24.28,,,,,,
Denmark,Austria,2011,ERDF,83961663.78,0,83961663.78,37.28,,,,,,
Germany,Austria,2012,ERDF,29132198.48,0,29132198.48,41.79,,,,,,Make member state list for CSV to draw from for buttons
Estonia,Austria,2013,ERDF,90110163.13,0,90110163.13,55.75,,,,,,
Ireland,Austria,2014,ERDF,81839972.53,0,81839972.53,68.42,,,,,,
Greece,Austria,2015,ERDF,150288389.2,0,150288389.2,91.7,,,,,,
Spain,Austria,2016,ERDF,21339769.69,0,21339769.69,97.97,,,,,,
France,Austria,2007,ESF,10488251.2,10488251.2,0,2,,,,,,
Croatia,Austria,2008,ESF,15732376.8,15732376.8,0,5,,,,,,
Italy,Austria,2009,ESF,109384414.3,13110314,96274100.29,25.86,,,,,,
Cyprus,Austria,2010,ESF,51980866.53,0,51980866.53,35.77,,,,,,
Latvia,Austria,2011,ESF,43729800.28,0,43729800.28,44.11,,,,,,
Lithuania,Austria,2012,ESF,127612653.4,0,127612653.4,68.44,,,,,,
Luxembourg,Austria,2013,ESF,88834753.19,0,88834753.19,85.38,,,,,,
Hungary,Austria,2014,ESF,50428816.33,0,50428816.33,95,,,,,,
Malta,Austria,2015,ESF,0,0,0,95,,,,,,
Netherlands,Austria,2016,ESF,0,0,0,95.5,,,,,,
Austria,Austria,2007,TOTAL,24089571.62,24089571.62,0,2.06,,,,,,
Poland,Austria,2008,TOTAL,36134357.43,36134357.43,0,5.15,,,,,,
Portugal,Austria,2009,TOTAL,165821272.7,30111964.54,135709308.2,19.32,,,,,,
Romania,Austria,2010,TOTAL,118341338.8,0,118341338.8,29.43,,,,,,
Slovenia,Austria,2011,TOTAL,127691464.1,0,127691464.1,40.34,,,,,,
Slovakia,Austria,2012,TOTAL,156744851.9,0,156744851.9,53.74,,,,,,
Finland,Austria,2013,TOTAL,178944916.3,0,178944916.3,69.03,,,,,,
Sweden,Austria,2014,TOTAL,132268788.9,0,132268788.9,80.33,,,,,,
United Kingdom,Austria,2015,TOTAL,150288389.2,0,150288389.2,93.18,,,,,,
,Austria,2016,TOTAL,21339769.69,0,21339769.69,96.86,,,,,,
,Belgium,2007,ERDF,14155364.82,14155364.82,0,1.43,,,,,,
,Belgium,2008,ERDF,35358793.78,35358793.78,0,5.02,,,,,,
,Belgium,2009,ERDF,120522675.1,24757079.32,95765595.73,17.23,,,,,,
,Belgium,2010,ERDF,96618910.75,0,96618910.75,27.03,,,,,,
,Belgium,2011,ERDF,48983726.45,0,48983726.45,31.99,,,,,,
,Belgium,2012,ERDF,155877181.6,0,155877181.6,47.79,,,,,,
,Belgium,2013,ERDF,176398401.6,0,176398401.6,65.67,,,,,,
,Belgium,2014,ERDF,221290008.6,0,221290008.6,88.1,,,,,,
,Belgium,2015,ERDF,54766613.57,0,54766613.57,93.65,,,,,,
,Belgium,2016,ERDF,6608604.39,0,6608604.39,100,,,,,,
,Belgium,2007,ESF,21464351.88,21464351.88,0,2,,,,,,
,Belgium,2008,ESF,32196527.82,32196527.82,0,5,,,,,,
,Belgium,2009,ESF,148960333.2,26830439.86,122129893.4,18.9,,,,,,
,Belgium,2010,ESF,8265347.76,0,8265347.76,19.67,,,,,,
,Belgium,2011,ESF,137211703.9,0,137211703.9,32.47,,,,,,
,Belgium,2012,ESF,193725178.1,0,193725178.1,50.53,,,,,,
,Belgium,2013,ESF,228591506.4,0,228591506.4,71.85,,,,,,
,Belgium,2014,ESF,58471808.36,0,58471808.36,77.31,,,,,,
,Belgium,2015,ESF,163015107.3,0,163015107.3,92.51,,,,,,
,Belgium,2016,ESF,26707498.21,0,26707498.21,99.79,,,,,,
,Belgium,2007,TOTAL,35619716.7,35619716.7,0,1.73,,,,,,
,Belgium,2008,TOTAL,67555321.6,67555321.6,0,5.01,,,,,,
,Belgium,2009,TOTAL,269483008.3,51587519.18,217895489.1,18.1,,,,,,
,Belgium,2010,TOTAL,104884258.5,0,104884258.5,23.19,,,,,,
,Belgium,2011,TOTAL,186195430.3,0,186195430.3,32.24,,,,,,
,Belgium,2012,TOTAL,349602359.6,0,349602359.6,49.22,,,,,,
,Belgium,2013,TOTAL,404989908,0,404989908,68.89,,,,,,
,Belgium,2014,TOTAL,279761817,0,279761817,82.48,,,,,,
,Belgium,2015,TOTAL,217781720.9,0,217781720.9,93.06,,,,,,
,Belgium,2016,TOTAL,33316102.6,0,33316102.6,99.89,,,,,,
,Bulgaria,2007,CF,57075904.13,57075904.13,0,2.5,,,,,,
,Bulgaria,2008,CF,91321446.59,91321446.59,0,6.5,,,,,,
,Bulgaria,2009,CF,91321446.6,91321446.6,0,10.5,,,,,,
,Bulgaria,2010,CF,5055639.93,0,5055639.93,10.72,,,,,,
,Bulgaria,2011,CF,269558062.3,0,269558062.3,22.53,,,,,,
,Bulgaria,2012,CF,317888063.8,0,317888063.8,36.45,,,,,,
,Bulgaria,2013,CF,142246524.3,0,142246524.3,42.68,,,,,,
,Bulgaria,2014,CF,350480735,0,350480735,58.03,,,,,,
,Bulgaria,2015,CF,513062506.1,0,513062506.1,80.51,,,,,,
,Bulgaria,2016,CF,330874028,0,330874028,97.36,,,,,,
,Bulgaria,2007,ERDF,64102644.32,64102644.32,0,2.05,,,,,,
,Bulgaria,2008,ERDF,96153966.48,96153966.48,0,5.12,,,,,,
,Bulgaria,2009,ERDF,128205288.6,128205288.6,0,9.21,,,,,,
,Bulgaria,2010,ERDF,349178712.3,0,349178712.3,20.36,,,,,,
,Bulgaria,2011,ERDF,182421867.1,0,182421867.1,26.18,,,,,,
,Bulgaria,2012,ERDF,389640582.7,0,389640582.7,38.62,,,,,,
,Bulgaria,2013,ERDF,435678301.2,0,435678301.2,52.53,,,,,,
,Bulgaria,2014,ERDF,427816742.1,0,427816742.1,66.19,,,,,,
,Bulgaria,2015,ERDF,595444506.5,0,595444506.5,85.2,,,,,,
,Bulgaria,2016,ERDF,306994494.5,0,306994494.5,96.35,,,,,,
,Bulgaria,2007,ESF,23709197.26,23709197.26,0,2.01,,,,,,
,Bulgaria,2008,ESF,35563795.89,35563795.89,0,5.02,,,,,,
,Bulgaria,2009,ESF,47418394.52,47418394.52,0,9.04,,,,,,
,Bulgaria,2010,ESF,42897519.45,0,42897519.45,12.68,,,,,,
,Bulgaria,2011,ESF,87343988.45,0,87343988.45,20.08,,,,,,
,Bulgaria,2012,ESF,136031899.5,0,136031899.5,31.61,,,,,,
,Bulgaria,2013,ESF,308282185.7,0,308282185.7,57.75,,,,,,
,Bulgaria,2014,ESF,288281819.1,0,288281819.1,82.18,,,,,,
,Bulgaria,2015,ESF,145158785.6,0,145158785.6,94.49,,,,,,
,Bulgaria,2016,ESF,6063573.56,0,6063573.56,99.86,,,,,,
,Bulgaria,2007,TOTAL,144887745.7,144887745.7,0,2.2,,,,,,
,Bulgaria,2008,TOTAL,223039209,223039209,0,5.58,,,,,,
,Bulgaria,2009,TOTAL,266945129.8,266945129.8,0,9.63,,,,,,
,Bulgaria,2010,TOTAL,397131871.6,0,397131871.6,15.65,,,,,,
,Bulgaria,2011,TOTAL,539323917.9,0,539323917.9,23.83,,,,,,
,Bulgaria,2012,TOTAL,843560545.9,0,843560545.9,36.62,,,,,,
,Bulgaria,2013,TOTAL,886207011.1,0,886207011.1,50.05,,,,,,
,Bulgaria,2014,TOTAL,1066579296,0,1066579296,66.23,,,,,,
,Bulgaria,2015,TOTAL,1253665798,0,1253665798,85.24,,,,,,
,Bulgaria,2016,TOTAL,643932096.1,0,643932096.1,97.33,,,,,,
,Croatia,2007,CF,0,0,0,0,,,,,,
,Croatia,2008,CF,16049925,16049925,0,5.71,,,,,,
,Croatia,2009,CF,55228.5,0,55228.5,5.73,,,,,,
,Croatia,2010,CF,1064780.96,0,1064780.96,6.11,,,,,,
,Croatia,2011,CF,4842095.52,2460150,2381945.52,7.83,,,,,,
,Croatia,2012,CF,12214446.04,0,12214446.04,12.18,,,,,,
,Croatia,2013,CF,24952376.59,0,24952376.59,21.05,,,,,,
,Croatia,2014,CF,86149873.15,59920000,26229873.15,51.7,,,,,,
,Croatia,2015,CF,43531480.81,0,43531480.81,67.19,,,,,,
,Croatia,2016,CF,78086567.22,0,78086567.22,95,,,,,,
,Croatia,2007,ERDF,0,0,0,0,,,,,,
,Croatia,2008,ERDF,26655075,26655075,0,6.28,,,,,,
,Croatia,2009,ERDF,89466.3,0,89466.3,6.3,,,,,,
,Croatia,2010,ERDF,3193359.67,0,3193359.67,7.05,,,,,,
,Croatia,2011,ERDF,11273732.65,4244850,7028882.65,9.7,,,,,,
,Croatia,2012,ERDF,13197079.17,0,13197079.17,12.81,,,,,,
,Croatia,2013,ERDF,43240924.89,0,43240924.89,22.99,,,,,,
,Croatia,2014,ERDF,99992581,68520000,31472581,46.53,,,,,,
,Croatia,2015,ERDF,51109673.13,0,51109673.13,58.56,,,,,,
,Croatia,2016,ERDF,80078078.46,0,80078078.46,77.41,,,,,,
,Croatia,2007,ESF,0,0,0,0,,,,,,
,Croatia,2008,ESF,0,0,0,0,,,,,,
,Croatia,2009,ESF,0,0,0,0,,,,,,
,Croatia,2010,ESF,0,0,0,0,,,,,,
,Croatia,2011,ESF,0,0,0,0,,,,,,
,Croatia,2012,ESF,0,0,0,0,,,,,,
,Croatia,2013,ESF,0,0,0,0,,,,,,
,Croatia,2014,ESF,43998399.76,0,43998399.76,28.87,,,,,,
,Croatia,2015,ESF,21102931.23,0,21102931.23,42.71,,,,,,
,Croatia,2016,ESF,31614612.4,0,31614612.4,68.67,,,,,,
,Croatia,2007,TOTAL,0,0,0,0,,,,,,
,Croatia,2008,TOTAL,42705000,42705000,0,4.98,,,,,,
,Croatia,2009,TOTAL,144694.8,0,144694.8,4.99,,,,,,
,Croatia,2010,TOTAL,4258140.63,0,4258140.63,5.49,,,,,,
,Croatia,2011,TOTAL,16115828.17,6705000,9410828.17,7.37,,,,,,
,Croatia,2012,TOTAL,25411525.21,0,25411525.21,10.33,,,,,,
,Croatia,2013,TOTAL,68193301.48,0,68193301.48,18.27,,,,,,
,Croatia,2014,TOTAL,230140853.9,128440000,101700853.9,45.09,,,,,,
,Croatia,2015,TOTAL,115744085.2,0,115744085.2,58.57,,,,,,
,Croatia,2016,TOTAL,189779258.1,0,189779258.1,81.62,,,,,,
,Cyprus,2007,CF,5330112.1,5330112.1,0,2.5,,,,,,
,Cyprus,2008,CF,8528179.36,8528179.36,0,6.5,,,,,,
,Cyprus,2009,CF,14360284.59,8528179.36,5832105.23,13.24,,,,,,
,Cyprus,2010,CF,31659292.11,0,31659292.11,28.08,,,,,,
,Cyprus,2011,CF,33998576.44,0,33998576.44,44.03,,,,,,
,Cyprus,2012,CF,9105775.82,0,9105775.82,48.3,,,,,,
,Cyprus,2013,CF,3519904.51,0,3519904.51,49.95,,,,,,
,Cyprus,2014,CF,54811803.28,0,54811803.28,75.66,,,,,,
,Cyprus,2015,CF,22458137,0,22458137,86.2,,,,,,
,Cyprus,2016,CF,18772194.59,0,18772194.59,100,,,,,,
,Cyprus,2007,ERDF,5589227.08,5589227.08,0,2,,,,,,
,Cyprus,2008,ERDF,8383840.62,8383840.62,0,5,,,,,,
,Cyprus,2009,ERDF,40211490.11,11178454.16,29033035.95,19.39,,,,,,
,Cyprus,2010,ERDF,22291905.61,0,22291905.61,27.37,,,,,,
,Cyprus,2011,ERDF,21491196.04,0,21491196.04,35.06,,,,,,
,Cyprus,2012,ERDF,19152925.98,0,19152925.98,41.91,,,,,,
,Cyprus,2013,ERDF,75125314.29,0,75125314.29,68.79,,,,,,
,Cyprus,2014,ERDF,54246242.58,0,54246242.58,88.2,,,,,,
,Cyprus,2015,ERDF,18996143.99,0,18996143.99,95,,,,,,
,Cyprus,2016,ERDF,0,0,0,100,,,,,,
,Cyprus,2007,ESF,2395383.08,2395383.08,0,2,,,,,,
,Cyprus,2008,ESF,3593074.62,3593074.62,0,5,,,,,,
,Cyprus,2009,ESF,4956340.98,4790766.16,165574.82,9.14,,,,,,
,Cyprus,2010,ESF,12980070.62,0,12980070.62,19.98,,,,,,
,Cyprus,2011,ESF,13194155.47,0,13194155.47,30.99,,,,,,
,Cyprus,2012,ESF,14178120.52,0,14178120.52,42.83,,,,,,
,Cyprus,2013,ESF,25291793.77,0,25291793.77,63.95,,,,,,
,Cyprus,2014,ESF,31705093.8,0,31705093.8,90.42,,,,,,
,Cyprus,2015,ESF,5486663.44,0,5486663.44,95,,,,,,
,Cyprus,2016,ESF,0,0,0,100,,,,,,
,Cyprus,2007,TOTAL,13314722.26,13314722.26,0,2.17,,,,,,
,Cyprus,2008,TOTAL,20505094.6,20505094.6,0,5.52,,,,,,
,Cyprus,2009,TOTAL,59528115.68,24497399.68,35030716,15.24,,,,,,
,Cyprus,2010,TOTAL,66931268.34,0,66931268.34,26.17,,,,,,
,Cyprus,2011,TOTAL,68683927.95,0,68683927.95,37.39,,,,,,
,Cyprus,2012,TOTAL,42436822.32,0,42436822.32,44.31,,,,,,
,Cyprus,2013,TOTAL,103937012.6,0,103937012.6,61.29,,,,,,
,Cyprus,2014,TOTAL,140763139.7,0,140763139.7,84.27,,,,,,
,Cyprus,2015,TOTAL,46940944.43,0,46940944.43,91.93,,,,,,
,Cyprus,2016,TOTAL,18772194.59,0,18772194.59,100,,,,,,
,Czech republic,2007,CF,115090938.8,115090938.8,0,1.33,,,,,,
,Czech republic,2008,CF,458145519.7,458145519.7,0,6.63,,,,,,
,Czech republic,2009,CF,576037780.9,352760897.6,223276883.3,13.29,,,,,,
,Czech republic,2010,CF,523325347.8,0,523325347.8,19.35,,,,,,
,Czech republic,2011,CF,0,0,0,19.35,,,,,,
,Czech republic,2012,CF,1411742786,0,1411742786,35.68,,,,,,
,Czech republic,2013,CF,1363040475,0,1363040475,51.45,,,,,,
,Czech republic,2014,CF,899946865.8,0,899946865.8,61.86,,,,,,
,Czech republic,2015,CF,1621564286,0,1621564286,80.61,,,,,,
,Czech republic,2016,CF,1243643872,0,1243643872,100,,,,,,
,Czech republic,2007,ERDF,177415763.6,177415763.6,0,1.31,,,,,,
,Czech republic,2008,ERDF,508037267.2,508037267.2,0,5.08,,,,,,
,Czech republic,2009,ERDF,997552399.4,548362424.7,449189974.7,12.47,,,,,,
,Czech republic,2010,ERDF,1348324363,0,1348324363,22.45,,,,,,
,Czech republic,2011,ERDF,1418437224,0,1418437224,32.96,,,,,,
,Czech republic,2012,ERDF,1399293713,0,1399293713,43.32,,,,,,
,Czech republic,2013,ERDF,1131557686,0,1131557686,51.7,,,,,,
,Czech republic,2014,ERDF,1702366672,0,1702366672,64.31,,,,,,
,Czech republic,2015,ERDF,2923469915,0,2923469915,85.97,,,,,,
,Czech republic,2016,ERDF,967251437.2,0,967251437.2,96.34,,,,,,
,Czech republic,2007,ESF,75490428.56,75490428.56,0,2.06,,,,,,
,Czech republic,2008,ESF,113235642.8,113235642.8,0,5.14,,,,,,
,Czech republic,2009,ESF,152296962.7,150980857.1,1316105.6,9.29,,,,,,
,Czech republic,2010,ESF,231090006,0,231090006,15.58,,,,,,
,Czech republic,2011,ESF,240768874.6,0,240768874.6,22.13,,,,,,
,Czech republic,2012,ESF,299544273.6,0,299544273.6,30.29,,,,,,
,Czech republic,2013,ESF,1027907862,0,1027907862,58.27,,,,,,
,Czech republic,2014,ESF,308700892.1,0,308700892.1,66.68,,,,,,
,Czech republic,2015,ESF,800532992.4,0,800532992.4,88.48,,,,,,
,Czech republic,2016,ESF,239621386.9,0,239621386.9,98.06,,,,,,
,Czech republic,2007,TOTAL,367997131,367997131,0,1.43,,,,,,
,Czech republic,2008,TOTAL,1079418430,1079418430,0,5.61,,,,,,
,Czech republic,2009,TOTAL,1725887143,1052104179,673782963.6,12.29,,,,,,
,Czech republic,2010,TOTAL,2102739717,0,2102739717,20.43,,,,,,
,Czech republic,2011,TOTAL,1659206099,0,1659206099,26.86,,,,,,
,Czech republic,2012,TOTAL,3110580772,0,3110580772,38.91,,,,,,
,Czech republic,2013,TOTAL,3522506024,0,3522506024,52.55,,,,,,
,Czech republic,2014,TOTAL,2911014430,0,2911014430,63.83,,,,,,
,Czech republic,2015,TOTAL,5345567193,0,5345567193,84.53,,,,,,
,Czech republic,2016,TOTAL,2450516696,0,2450516696,97.81,,,,,,
,Denmark,2007,ERDF,5095772.4,5095772.4,0,2,,,,,,
,Denmark,2008,ERDF,7643658.6,7643658.6,0,5,,,,,,
,Denmark,2009,ERDF,9504763.82,6369715.5,3135048.32,8.73,,,,,,
,Denmark,2010,ERDF,19953011.32,0,19953011.32,16.56,,,,,,
,Denmark,2011,ERDF,65794007.45,0,65794007.45,42.38,,,,,,
,Denmark,2012,ERDF,21418690.89,0,21418690.89,50.79,,,,,,
,Denmark,2013,ERDF,0,0,0,50.79,,,,,,
,Denmark,2014,ERDF,76313302.39,0,76313302.39,80.74,,,,,,
,Denmark,2015,ERDF,36325982.13,0,36325982.13,95,,,,,,
,Denmark,2016,ERDF,0,0,0,100,,,,,,
,Denmark,2007,ESF,5095772.38,5095772.38,0,2,,,,,,
,Denmark,2008,ESF,7643658.57,7643658.57,0,5,,,,,,
,Denmark,2009,ESF,23846199.91,6369715.48,17476484.43,14.36,,,,,,
,Denmark,2010,ESF,21647823.33,0,21647823.33,22.86,,,,,,
,Denmark,2011,ESF,28857640.02,0,28857640.02,34.18,,,,,,
,Denmark,2012,ESF,14104809.73,0,14104809.73,39.72,,,,,,
,Denmark,2013,ESF,46669932.01,0,46669932.01,58.03,,,,,,
,Denmark,2014,ESF,58116099.35,0,58116099.35,80.84,,,,,,
,Denmark,2015,ESF,36067252.75,0,36067252.75,95,,,,,,
,Denmark,2016,ESF,0,0,0,100,,,,,,
,Denmark,2007,TOTAL,10191544.78,10191544.78,0,2,,,,,,
,Denmark,2008,TOTAL,15287317.17,15287317.17,0,5,,,,,,
,Denmark,2009,TOTAL,33350963.73,12739430.98,20611532.75,11.54,,,,,,
,Denmark,2010,TOTAL,41600834.65,0,41600834.65,19.71,,,,,,
,Denmark,2011,TOTAL,94651647.47,0,94651647.47,38.28,,,,,,
,Denmark,2012,TOTAL,35523500.62,0,35523500.62,45.25,,,,,,
,Denmark,2013,TOTAL,46669932.01,0,46669932.01,54.41,,,,,,
,Denmark,2014,TOTAL,134429401.7,0,134429401.7,80.79,,,,,,
,Denmark,2015,TOTAL,72393234.88,0,72393234.88,95,,,,,,
,Denmark,2016,TOTAL,0,0,0,100,,,,,,
,Estonia,2007,CF,28793286.15,28793286.15,0,2.5,,,,,,
,Estonia,2008,CF,46069257.84,46069257.84,0,6.5,,,,,,
,Estonia,2009,CF,86996496.98,46069257.84,40927239.14,14.05,,,,,,
,Estonia,2010,CF,109672035.6,23034628.92,86637406.7,23.58,,,,,,
,Estonia,2011,CF,47532585.78,0,47532585.78,27.7,,,,,,
,Estonia,2012,CF,303519960.3,0,303519960.3,54.06,,,,,,
,Estonia,2013,CF,322693433.3,0,322693433.3,82.07,,,,,,
,Estonia,2014,CF,144386698,0,144386698,94.61,,,,,,
,Estonia,2015,CF,4481119.76,0,4481119.76,95,,,,,,
,Estonia,2016,CF,0,0,0,95,,,,,,
,Estonia,2007,ERDF,37204222.12,37204222.12,0,2,,,,,,
,Estonia,2008,ERDF,55806333.18,55806333.18,0,5,,,,,,
,Estonia,2009,ERDF,332590657.5,74408444.24,258182213.3,22.88,,,,,,
,Estonia,2010,ERDF,338953866.4,0,338953866.4,41.1,,,,,,
,Estonia,2011,ERDF,163209635.1,0,163209635.1,49.87,,,,,,
,Estonia,2012,ERDF,249731878,0,249731878,63.3,,,,,,
,Estonia,2013,ERDF,291653919.5,0,291653919.5,78.98,,,,,,
,Estonia,2014,ERDF,211801665.9,0,211801665.9,90.36,,,,,,
,Estonia,2015,ERDF,86248373.04,0,86248373.04,95,,,,,,
,Estonia,2016,ERDF,0,0,0,95,,,,,,
,Estonia,2007,ESF,7830346.58,7830346.58,0,2,,,,,,
,Estonia,2008,ESF,11745519.87,11745519.87,0,5,,,,,,
,Estonia,2009,ESF,55023992.5,15660693.16,39363299.34,19.05,,,,,,
,Estonia,2010,ESF,79290962.29,15660693.16,63630269.13,39.31,,,,,,
,Estonia,2011,ESF,28317542.95,0,28317542.95,46.54,,,,,,
,Estonia,2012,ESF,105510673.4,0,105510673.4,73.49,,,,,,
,Estonia,2013,ESF,64243686.06,0,64243686.06,89.9,,,,,,
,Estonia,2014,ESF,19978738.89,0,19978738.89,95,,,,,,
,Estonia,2015,ESF,0,0,0,95,,,,,,
,Estonia,2016,ESF,0,0,0,95,,,,,,
,Estonia,2007,TOTAL,73827854.85,73827854.85,0,2.17,,,,,,
,Estonia,2008,TOTAL,113621110.9,113621110.9,0,5.51,,,,,,
,Estonia,2009,TOTAL,474611147,136138395.2,338472751.7,19.45,,,,,,
,Estonia,2010,TOTAL,527916864.4,38695322.08,489221542.3,34.96,,,,,,
,Estonia,2011,TOTAL,239059763.8,0,239059763.8,41.99,,,,,,
,Estonia,2012,TOTAL,658762511.7,0,658762511.7,61.34,,,,,,
,Estonia,2013,TOTAL,678591038.8,0,678591038.8,81.28,,,,,,
,Estonia,2014,TOTAL,376167102.8,0,376167102.8,92.33,,,,,,
,Estonia,2015,TOTAL,90729492.8,0,90729492.8,95,,,,,,
,Estonia,2016,TOTAL,0,0,0,95,,,,,,
,EU28,2007,CF,1574682675,1574682675,0,2.26,,,,,,
,EU28,2008,CF,2788941543,2788941543,0,6.28,,,,,,
,EU28,2009,CF,4231354403,2616005299,1615349104,12.36,,,,,,
,EU28,2010,CF,5573771880,397527001,5176244879,20.38,,,,,,
,EU28,2011,CF,5459897231,2460150,5457437081,28.23,,,,,,
,EU28,2012,CF,8632321737,0,8632321737,40.64,,,,,,
,EU28,2013,CF,11177917717,0,11177917717,56.72,,,,,,
,EU28,2014,CF,12816891710,59920000,12756971710,75.15,,,,,,
,EU28,2015,CF,10491561470,0,10491561470,90.24,,,,,,
,EU28,2016,CF,3138852190,0,3138852190,98.32,,,,,,
,EU28,2007,ERDF,3555711828,3555711828,0,1.85,,,,,,
,EU28,2008,ERDF,6044750686,6018930729,25819957.11,5,,,,,,
,EU28,2009,ERDF,13807625583,6097599768,7710025815,12.19,,,,,,
,EU28,2010,ERDF,19849431039,0,19849431039,22.52,,,,,,
,EU28,2011,ERDF,23398600951,4244850,23394356101,34.71,,,,,,
,EU28,2012,ERDF,24690705840,0,24690705840,47.56,,,,,,
,EU28,2013,ERDF,28381340566,0,28381340566,62.34,,,,,,
,EU28,2014,ERDF,27341778778,68520000,27273258778,76.58,,,,,,
,EU28,2015,ERDF,22555749149,0,22555749149,88.32,,,,,,
,EU28,2016,ERDF,11085902268,0,11085612231,97.89,,,,,,
,EU28,2007,ESF,1513921430,1513921430,0,1.98,,,,,,
,EU28,2008,ESF,2368158234,2275775107,92383127.35,5.09,,,,,,
,EU28,2009,ESF,7006821307,2303327443,4703493864,14.26,,,,,,
,EU28,2010,ESF,6734850732,371348557.7,6363502174,23.09,,,,,,
,EU28,2011,ESF,9519963975,0,9519963975,35.56,,,,,,
,EU28,2012,ESF,10711517916,0,10711517916,49.59,,,,,,
,EU28,2013,ESF,12645118677,0,12645118677,66.15,,,,,,
,EU28,2014,ESF,9944484943,0,9944484943,79.18,,,,,,
,EU28,2015,ESF,7661634486,0,7661634486,89.21,,,,,,
,EU28,2016,ESF,3383564799,0,3383564799,97.7,,,,,,
,EU28,2007,TOTAL,6644315933,6644315933,0,1.97,,,,,,
,EU28,2008,TOTAL,11201850463,11083647379,118203084.5,5.28,,,,,,
,EU28,2009,TOTAL,25045801293,11016932510,14028868783,12.69,,,,,,
,EU28,2010,TOTAL,32158053650,768875558.7,31389178092,22.21,,,,,,
,EU28,2011,TOTAL,38378462157,6705000,38371757157,33.57,,,,,,
,EU28,2012,TOTAL,44034545493,0,44034545493,46.6,,,,,,
,EU28,2013,TOTAL,52204376960,0,52204376960,62.04,,,,,,
,EU28,2014,TOTAL,50103155431,128440000,49974715431,76.87,,,,,,
,EU28,2015,TOTAL,40708945106,0,40708945106,88.92,,,,,,
,EU28,2016,TOTAL,17608319256,0,17608029220,97.94,,,,,,
,Finland,2007,ERDF,19548039.6,19548039.6,0,2,,,,,,
,Finland,2008,ERDF,29322059.4,29322059.4,0,5,,,,,,
,Finland,2009,ERDF,114476903.7,24435049.51,90041854.15,16.71,,,,,,
,Finland,2010,ERDF,110903237.2,0,110903237.2,28.06,,,,,,
,Finland,2011,ERDF,132292779.1,0,132292779.1,41.59,,,,,,
,Finland,2012,ERDF,104391510.5,0,104391510.5,52.27,,,,,,
,Finland,2013,ERDF,211287537.2,0,211287537.2,73.89,,,,,,
,Finland,2014,ERDF,133791750.1,0,133791750.1,87.58,,,,,,
,Finland,2015,ERDF,72164043.65,0,72164043.65,94.96,,,,,,
,Finland,2016,ERDF,354020.67,0,354020.67,99.5,,,,,,
,Finland,2007,ESF,12371281.28,12371281.28,0,2,,,,,,
,Finland,2008,ESF,18556921.92,18556921.92,0,5,,,,,,
,Finland,2009,ESF,69637898.78,15464101.6,54173797.18,16.26,,,,,,
